headword,entry_text,page
hoja,hoja lalumek s. hoja. ¡Nana,748
mi'min,a botarlas! clf: mek1.; mi'min s. hoja. Kankernañik,748
hoja,hoja de catirina tumek s. hoja de,748
hoja,hoja de irapai panpekmek s.,749
chimipinamek,chimipinamek s. hoja de,749
sawelli-latek,hoja del machete sawelli-latek s. hoja del machete.,749
inpatamek,inpatamek 1 s. hoja tejida para,749
hoja,"hoja verde, nueva wawamek s.",749
enmu'pinen,hombre enmu'pinen 1 s.,749
iyalli',"iyalli'; cf: ku'aper 2.; iyalli' (, yalli') s. hombre, hermano de un hombre. cf:",749
iyalli',2 ( iyalli') s. hombre (habla un,749
yuyu',hombre (habla una mujer) yuyu' s. hombre (habla una mujer).,750
hombre,hombre blanco dadapupen s.,750
apisadatutekpen,apisadatutekpen nom.,750
yalli'taspi,yalli'taspi) s. hombre,750
yalli'taspi,yalli'taspi ( yalli'taserpi) s.,750
yuyu'taserpi,yuyu'taserpi) s. hombre,750
yuyu'taspi,yuyu'taspi) s. hombre,750
hombre,hombre chayahuita Shawipen s. hombre chayahuita. Nana,750
kenma'pen,hombre indígena kenma'pen s.,751
ke'llapi,ke'llapi; ketllapi) s. hombre moreno. Asu' Romer,751
hombre,hombre shiwilu Shiwilupen s.,751
hombreriega,"hombreriega ekkuanwantek nom. mujeriego, hombreriega.",751
piper'1,"hombro piper, piper'1 s. hombro.",751
ka'lalapi,"homosexual (hombre) ka'lalapi adj. hombre homosexual, gay.",751
hondo,"hondo anpu, anpun1 adj.",752
quebrada,quebrada anpundek nom.,752
hondonada,hondonada sakalala s.,752
hongo,"hongo tuluma s. callampa,",752
shi'mi',"hongos shi'mi' s. comezón, hongos. Shi'mi' lulennek",752
hongos,hongos del pie inpekdalantek s.,752
si'pa,horcadura si'pa s. horcadura,752
horcón,"horcón pian s. horcón, uno de los maderos que sirve como",752
iseklli'la,hormiga brava iseklli'la s.,752
hormiga,hormiga busca cojón ellu s.,753
hormiga,hormiga hedionda anauksa cf: anaweksa. s. hormiga,753
minsenla),minsenla) s. hormiga,753
wiseklli'la,hormiga negra brava wiseklli'la s. hormiga negra brava.,753
*a'lerapalli,hornear *a'lerapalli ( a'lelli) vt.,753
urñu',horno urñu' (Spn. horno) s. horno. Tulio a'ñapalli,753
cosechar,cosechar fruta ellala s.,753
ipa'la,"hoy ipa'la adv. ahora, hoy, hoy en",753
ipa'la,"hoy día ipa'la uklli adv. hoy día, hoy. Ipa'la uklli",754
enmunker',hoza enmunker' vi. ¡hoza! ¡hociquea! ¡Enmunker',754
hozar,"hozar *enmunpalli ( *enmuñi) vi. hozar, mover y levantar la",754
huacrapona,"huacrapona kaduna, kadunan s. huacrapona, wacrapona;",754
llii'wanker',"huactapea llii'wanker' vi. ¡libra! ¡huactapea! ¡corta la hierba bajito! Sawelli enker'ken,",754
llii'wañi,"llii'wañi) vi. librar, huactapear.",754
sipa),"sipa) s. huahua papaya,",754
deksamer-kanka,huairanga deksamer-kanka s.,754
hualo,"hualo enpu s. hualo, especie de rana. Enpu ka'lek akipi.",755
wanan,"wanan s. huana, especie de",755
huanay,"huanay danku2 s. huanay, tipo de garza. ""Danku"" itulek",755
wai'tawa,"huancahui wai'tawa ( wei'tawa) s. huancahui, águila pescadora. ¡Lli'ku' nana nalataspi! Nanek",755
sha'pen,huanchaco sha'pen s.,755
huangana,huangana laman s. huangana.,755
laman-putek,"huangana lechuza laman-putek s. huangana lechuza, especie de lechuza. Dekpilli'lusa'",756
kankella,kankella s. huangana ñejilla.,756
wapapa'tek,huapapa wapapa'tek s.,756
takateklli),"takateklli) vi. huaraquear,",756
huasaí,"huasaí dawer s. palmera chonta,",756
huayo,huayo feo aperpi2 nom. huayo,756
"huayo,","huayo, fruta wayu (Spn. huayo) s. huayo, fruta. Ekpa",756
Amana',hueco lala 1 s. hueco. Amana',756
hueco,"hueco largo lallin s. hueco largo,",756
lanerker',huele lanerker' vt. ¡huele!,756
er'lla,huella er'lla ( e'lla; etlla) s. huella. Laman er'lla tupitulek. He seguido la,756
huérfano,huérfano suwila s. huérfano.,756
pidek-supinan,"huerta pidek-supinan s. huerta,",756
yuyu'wa,yuyu'wa la huerta de Gloria.; werta s.,757
lansi',hueso lansi' s. hueso. Dasu'la,757
ki'yulapila.,"ki'yulapila. s. tobillo, hueso",757
huesos,huesos del codo que lucen como bolas ekdanla s.,757
kadu',"huevo kadu' s. huevo (de un ave,",757
kadu',kadu' s. huevo de taricaya.,757
kadu'pi,huevo grande kadu'pi s. huevo grande. Isha a'llupi,757
huicungo,"huicungo lawantupi s. huicungo,",758
huicungo,huicungo lawantupipi s. fruto de la palmera huicungo.,758
huingo,huingo pachi (Spn. pate) s.,758
huito,huito eksa s. árbol de huito o su,758
chimu'lli,chimu'lli) vt. humear a alguien para curarlo. Waka',758
humo,humo kellu s. humo. Kellu,758
dankumerlli),"*dankumerlli) vi. hundirse en el agua, sumergirse en el agua. Samer chimin",758
huracán,huracán tanluwa ashin s.,759
ulenker',icara ulenker' vi. ¡icara! ¡discursa!,759
pekku'ker',icárale pekku'ker' 2 ( pekku'er') vi. ¡icárale! ¡Pekku'ker',759
*ulen'apalli,icarar *ulen'apalli ( *ulenñi) vi.,759
*pekku'palli,icarar silbando *pekku'palli 2 vt.,759
la'la',"idioma la'la' 2 s. idioma, lengua. ¡Lunker Shiwilu la'la'! ¡Habla la lengua shiwilu!",759
iglesia),iglesia) s. iglesia. Arkichu,759
nu'misansu',iguales nu'misansu' nom.,759
iguana,iguana pekkuala s. iguana.,760
da'wan,da'wan s. iguana machaco.,760
iluli,"iluli tuner s. iluli, lombriz",760
imagen,imagen de un santo santusha (Spn. santo) s. imagen de un santo. Imicha santusha,760
panerker',imítalo panerker' vt. ¡imítalo!,760
imitar,imitar *panerapalli ( panelli) vt.,760
panerchulli),*panerchulli) vi. imitar.,760
impulsarse,impulsarse *sekkankatapalli vi.,760
Inka',Inca Inka' s. inca.,761
*iner'apalli,inclinarse *iner'apalli ( *iner'lli) ( *inner'apalli) vi.,761
iner'apalli,"*iner'apalli) vi. inclinarse, agacharse. Kullasha",761
innerter',inclínate hacia él innerter' vt. ¡inclínate hacia él! ¡agáchate,761
-la'pi',inclusive -la'pi' nom. > adv.,761
-pi'2.,"cf: -pi'2.; ilakapi prt. hasta, inclusive. Ñi a'pinta'",761
inchahui,inchahui (tubérculo) asila s.,762
lenpipenlu',inchicapi lenpipenlu' s.,762
indano,indano tawellunan s. indano.,762
kenma',"indígena kenma' s. indígena,",762
kenma',"indios shawala Shawala kenma' s. indios shawala,",762
insekkita'su'1,ingenioso insekkita'su'1 nom.,762
*lanpi'palli,ingerir *lanpi'palli ( *lanpi'lli) vi.,762
lanpi'tulli,"*lanpi'tulli) vt. ingerir algo,",762
lanpi'ker',ingiere traga lanpi'ker' ( lanpi'r) vi. ¡ingiere! ¡traga! ¡U'ñisha,763
lanpi'ter',ingiérelo lanpi'ter' vt. ¡ingiérelo! ¡trágalo! ¡Ilulennanpen,763
inglés,inglés Inkellis s. idioma inglés.,763
inguiri,"inguiri tankuwalek s. inguiri,",763
enpu'nitaspi,inmenso enpu'nitaspi adj.,763
u'nei,enorme (era).; u'nei adj.,763
unei'taserpi,inmenso (y viejo) unei'taserpi nom. inmenso (y viejo).,763
en,en mi canoa vi en el canto del,763
insecto,"insecto añimercha1 s. insecto, animalito. Pasunpallina'",763
están,están apegados cerca de la lámpara. syn: lli'la.; lli'la s.,763
dansula,dansula s. insecto volador,764
insectos,insectos alados supi s. insectos alados. lenman-supi,764
muinpu'a'su',inservible muinpu'a'su' nom.,764
adinuker',insúltale adinuker' vt. ¡insúltale!,764
ñiper'ker'.,syn: ñiper'ker'.; lliper'ker' vt. ¡insúltale! ¡insúltalo!,764
¡Lliper'ker,¡Lliper'ker luper'a'su' malek! ¡Insúltale porque está borracho!; ñiper'ker' vt. ¡insúltale! ¡Ñiper'ker' nana apetchutek. Kusherwek,764
ñiper'apalli.,*ñiper'apalli.; *ñiper'apalli ( *ñiper'lli) vt. insultar.,764
ñipe'chulli,*ñipe'chulli; *ñiper'chulli) vi. insultar. Nana,764
wa'danpintek,wa'danpintek ñipetchapalli. Ese loco está insultando.; lliperchapalli vi. insultar. Nana luper'a'su' llipetchapalli. El borracho,764
adinulli),adinulli) vt. insultar a alguien.,764
muñinchita'su',inteligente muñinchita'su' nom.,764
interior,"interior nantek s. fondo, base.",764
interior,interior de la canoa nunlala s.,765
pidek-lala,interior de la casa pidek-lala 1 s. interior de la casa. Tanpin,765
lawer'ker',interprétalo lawer'ker' vt. ¡interprétalo! ¡Lawer'ker',765
a'lachikta'asu',intérprete a'lachikta'asu' nom.,765
a'cha,interrogativo enfático a'cha prt.,765
intestino,intestino delgado dullin s.,766
intestino,intestino grande merchekpi s.,766
intipishco,"intipishco llimek s. intipishco,",766
deksa'ter',introdúcelo deksa'ter' vt. ¡introdúcelo! ¡mételo!,766
dekwer',dekwer') vt. ¡mételo! ¡introdúcelo! ¡D ekwer' ǝ,766
deksa'tapalli1,*deksa'tapalli1 ( deksa'tulli1) vt. introducir o meter algo en,766
inundación,inundación wisuna s.,766
wisunantulli),*wisunantulli) vi. inundar el río. Wisunantusik,766
wisunañi),*wisunañi) vi. inundar algo el río. Tandek wisunañi menminwek. El Marañón,767
u'lan,"invierno u'lan uklli s. temporada de lluvias, invierno. Idu",767
u'lanweklli,u'lanweklli ( u'lanuklli) s.,767
a'uter',invita bebida a'uter' vt. ¡convida la bebida! ¡A'uter' uklupidek! ¡Convida la bebida! val.: a'uker'2.,767
peklu'dek'a'kasu',invitados peklu'dek'a'kasu' nom. invitados. ¡Pekwir',767
a'utulli,"*a'utulli) vt. dar de beber,",767
inpeklulli),*inpeklulli) vi. llamarse el uno,767
pa'lli,*pa'lli) vi. ir. Iñer,767
awilenkuñi),*awilenkuñi) vi. ir a aguaitar.,768
pekpinta'lli,*pekpinta'lli) vi. ir a,768
si'yektukuñi,*si'yektukuñi) vt. ir a,768
ir,ir a traer *mapakuñi ( *makuñi) vt. ir a traer. Dek makuñi,768
dankuñi),dankuñi) vt. ir a un lugar y,768
kaper'kuñi,*kaper'kuñi) vt. ir al,768
*pa'kununta'lli,ir nuevamente *pa'kununta'lli vi.,768
*pa'apanta'lli,"ir, irse *pa'apanta'lli ( *panta'lli) (, *pa'apilanta'lli) vi. ir, irse yéndose. Pen usu'nan",769
irapai,"irapai panpek s. irapai, irapae,",769
panpeklu',"irapayal panpeklu' s. irapayal,",769
chike'chulli,"chike'chulli) vi. irse, volarse.",769
pa'apanta'lli,*pa'apanta'lli) vi. estar yendo alejándose. ¡Ituker',769
tekka'lapilli,*tekka'lapilli) vt. irse,769
pa'lapipalli,*pa'lapipalli ( *pa'lapilli) vt.,769
isango,"isango tusen s. isango, parásito del tamaño de una pulga que",770
ishanga,"ishanga du s. ishanga, ortiga.",770
ishanga,"ishanga ""dutatek"" dutatek s.",770
ishanga,ishanga colorada silakundun s.,770
piserker',ishanguéale piserker' vt. ¡ishanguéale! ¡dale con la ishanga! ¡Piserker',770
pise'lli,"*pise'lli; *piser'lli; *pisetlli) vt. ishanguear, ortigar, latigar, azotar. Maria piserlli",770
lu'lek,"ishchimi lu'lek s. ishchimi,",770
isula,"isula deksula s. isula, especie de",770
isula,isula menos ponzoñosa sawa s.,771
ke'lli'la,"ke'lli'la) s. isulilla, especie de",771
ker'lli'la.,"ker'lli'la.; shinlli'la s. isulilla,",771
isulilla,isulilla amarillenta ekpashu s.,771
isulilla,isulilla negra ekdula s. isulilla negra. Ekdula wellun. La,771
itininga,"itininga senpallin s. itininga,",771
ituchi,ituchi sacha amantek sudula s.,771
amennan,"amennan adj. izquierdo, izquierda. Dinlupiwek",771
jabón,jabón shapun (Spn. jabón) s. jabón. Samer ukek'a'su',772
amana',"jaguar amana' s. tigre, jaguar, otorongo. Iñerller",772
uwaler',jálalo uwaler' vt. ¡jálalo!,772
jalar,jalar *uwalapalli ( *uwalalli) vt. jalar. Chumalaler,772
jarra,jarra puchipi s. jarra de cerámica,772
jaspeada,jaspeada paterkalun s. animal,772
jaspeado,"jaspeado paterka s. teretaño,",772
llinser'!,llinser'! ¡Píntalo jaspeado! (p.e. una tela)!; paterkapen s.,772
jeberina,jeberina Shiwilulun s. mujer,773
jebero,jebero Shiwilu 1 s. miembro del,773
wa'an,"jefe, autoridad wa'an 1 s. jefe,",773
jengibre,"jengibre akinker s. jengibre, kion. ¡Kencha'ker akinker",773
mu'sana,"mu'sana) s. jenjibre, quión,",773
jergón,"jergón tadenwa, tadenwan s.",773
sha'ya,"jícra sha'ya s. jicra, shicra, bolsa",774
jorobado,jorobado punpitek s. jorobado.,774
nadi'nek,"joven nadi'nek s. joven, muchacho. Ipa' ekkilala",774
juane,"juane kuañi s. juane, platillo en",774
inteklliter',juega inteklliter' vi. ¡juega!,774
indekllidekter',juega en el agua! indekllidekter' vi. ¡juega en el agua!,774
jueves,jueves wiwis (Spn. jueves) s. jueves. Wiwis i'na ikinek,774
intekllitulli),*intekllitulli) vi. jugar. Wila,775
indekllidektulli),indekllidektulli) vi. jugar en el agua. Kullusha,775
lalansha'dek,jugo de naranja lalansha'dek s.,775
Ventiocho-duker,"julio Ventiocho-duker s. julio,",775
Sankuan-duker,"junio Sankuan-duker s. junio,",775
diuntunker',júntalo diuntunker' vt. ¡júntalo!,775
si'llektapalli,"*si'llektapalli; *si'yektulli) vt. juntar, recolectar. Takun",775
indiuntunñi),"*indiuntunñi) vi. reunirse, juntarse. Shiwilulusa'",776
nu'misansu',juntos nu'misansu' nom.,776
Ala',"kilo kilu s. kilo, kilogramo. Ala'",776
kuer'ñan.,"kuer'ñan. kilulu' ; kuer'ñan s. kilo, kilogramo. Sukia",776
kilulu',kilo de carne kilulu' ( kilu) s.,776
laki'tulli,laki'tulli) vi. matar a mordiscones. Nana,776
"kion,","kion, quion akinker s. jengibre, kion. ¡Kencha'ker akinker",776
labio,labio utek 1 s. labio.,776
kudin-enchek'a'su',"lacio, lacia kudin-enchek'a'su' nom. persona de pelo lacio.",776
dunekter',ladéalo dunekter' vt. ¡ladéalo! ¡esquívalo! ¡Dunekter' asu',776
ladear,"ladear dunektapalli ( dunektulli) vt. ladear, esquivar. Atilio",777
lado,"lado silana, silanan s. lado.",777
ladrador,"ladrador peklatek nom. ladrador,",777
ladrar,ladrar *peklapalli ( *peklalli) vi.,777
ekpeklapalli,*ekpeklapalli ( ekpeklalli) vt.,777
sunkapi,sunkapi s. ladrillo sobre el,777
ladrón,ladrón aperchutek s. ladrón.,777
lagartija,lagartija llilli s. lagartija. Llilli,777
piwillilli'.,piwillilli'.; piwillilli' s.,777
"lagarto,","lagarto, caimán tada s. lagarto, caimán. Panpadek ukalu'",778
lago,"lago senna, sennan s.",778
lágrima,lágrima nerkadek s. lágrima.,778
su'tundek,"laguna su'tundek s. tipishca,",778
ilu'ker',lámelo ilu'ker' ( ilu'r) vt. ¡lámelo! ¡Senpa ilu'ker'! ¡Lame la piña! ¡Senpa ilu'r! ¡Lame la piña!; ilu'r ( ilu'ker') vt. ¡lámelo! ¡Senpa ilu'r! ¡Lame la piña!,778
*ilu'palli,lamer *ilu'palli ( *ilu'lli) vt. lamer.,778
lanpa',lampa lanpa' (Spn. lampa) s.,778
pilu'tunan.,pilu'tunan.; pilu'tunan s.,778
lamparín,lamparín alkusa (Spn. alcuza) s. lamparín. A'tentuku',779
lanparin,lanparin (Spn. lamparín) s. lamparín. ¡A'tentuku',779
anpulu'1,lana anpulu'1 3 s. lana.,779
lancha,lancha lancha (Spn. lancha) s. lancha. Wilawek tanku,779
"lancha,","lancha, barco de carga wapur (Spn. vapor) s. lancha, barco de carga. Wapur",779
user',lanudo user' 2 adj. animal de,779
mismo,mismo al agua. vi. lanzarse al,779
llinse'chunan,"llinse'chunan) s. instrumento para escribir o pintar, lapicero,",779
chi'yekker',lárgate chi'yekker' vi. ¡escápate! ¡lárgate! ¡huye! ¡Chi'yekker',780
yunsu'ker',yunsu'ker') vi. ¡sal! ¡lárgate!,780
shi'tek,largo shi'tek nom. largo (soga),780
Esta,Esta soga es larga.; shillintek nom. largo. Luwantulek,780
Necesito,Necesito un alambre largo. clf: llin1.; shin adj. muy largo.,780
viejecitos,"viejecitos ya finados es muy larga.; shinsu' nom. largo,",780
laringe,"laringe nerisilupi s. faringe,",780
latín,"latín lachín s. latín, idioma latín.",780
laura,"laura caspi lawer ( lawerchek) s. laura caspi, especie de árbol. LLi'ku'la lawer",780
lauracaspi,lauracaspi porque les va a hincar.; lawerchek ( lawer) s.,780
pamu'ter',"lava (no ropa) pamu'ter' vi. ¡lava! ¡Kencher' dek,",781
pamu'r,lávalo pamu'r vt. ¡lávalo! ¡Ukta,781
peksa'ker',peksa'ker' ( pekser') vt. ¡lávalo! ¡Pesa'ker' nana,781
peksa'ker',peksa'ker') vt. ¡lávalo!,781
panka'ker',lávalo ligeramente panka'ker' vt. ¡lávalo ligeramente!,781
pamu'lli,*pamu'lli) vt. lavar objetos (no ropa). Urankasu',781
pamu'tapalli,*pamu'tapalli ( *pamu'tulli) vi. lavar algo que no es ropa.,781
peksa'duñi,*peksa'duñi) vi. lavar ropa.,781
peksa'palli,*peksa'palli ( *peksa'lli) vt.,781
inpamu'lli,*inpamu'lli) vi. lavarse.,781
inpamu'pilli,*inpamu'pilli) vi. lavarse el cuerpo. Sudawek,781
inpanka'pilli,*inpanka'pilli) vi. lavarse el,782
inpamu'ladapalli,lavarse la cara inpamu'ladapalli ( inpamu'ladalli) vi. lavarse la cara. Mañir,782
inwinseklli),*inwinseklli) vi. lavarse las manos. ¡Ka'a'mamasu',782
inpamu'iteklalli,inpamu'iteklalli) vi. lavarse las manos. Kunchenñi',782
inpamu'r,inpamu'r) vi. ¡lávate!,782
inpamu'pir',"inpamu'pir' vi. ¡lávate el cuerpo! ¡Inpamu'pir',",782
inpanka'piker',inpanka'piker' ( inpanka'pir') vi. ¡lávate el cuerpo (frotándote) ligeramente!,782
inpamu'lader',"inpamu'lader') vi. ¡lávate la cara! ¡Inpamu'lader', yalutullinerken! ¡Lávate la",782
"cara,","cara, te quieren tomar una foto!; inpamu'lader' vi. ¡lávate la cara! ¡Inpamu'lader'",782
inpamu'itekler'1,inpamu'itekler'1) vi. ¡lávate las manos! Kupiwan naku',782
ekka'dek,leche caspi ekka'dek s. leche,782
waka'mudidek,leche de vaca. waka'mudidek s.,783
leche,leche materna mudidek s. leche materna. Mudidek u'chimu,783
ekka'lupi,lechehuayo ekka'lupi s.,783
pu'tek,lechuza putek ( pu'tek) s. lechuza. Puteklusa'nta',783
kallilli-mutu',lechuza teretaña kallilli-mutu' 1 s. especie de lechuza teretaña.,783
kirka',léelo kirka' lli'ker' vt. ¡léelo!,783
lejano,lejano wai ( wei) adj. lejano.,783
lejos,lejos wei 1 ( wai) adv. lejos. Wei,783
leña,leña diwek s. leña.,783
la'la',"lengua la'la' 2 s. idioma, lengua. ¡Lunker Shiwilu la'la'! ¡Habla la lengua shiwilu!;",783
ñinekla,ñinekla s. lengua. Uru,783
namasu',lengua Shiwilu namasu' la'la' s.,784
da'wala'-lada,"lentes da'wala'-lada s. anteojos, lentes. Kenmaler a'wer'lla",784
enmu'pinenpu'la'su',"lesbiana enmu'pinenpu'la'su' nom. mujer homosexual, lesbiana. Surinawek",784
utukaker',levántalo utukaker' vt. ¡levántalo! ¡Utukaker',784
usañi),*usañi) vt. levantar un cerco.,784
yunsañi),*yunsañi) vi. levantarse.,784
yunsanpalli,*yunsanpalli 2 ( *yunsañi) vi.,784
i'tuwerchulli,*i'tuwerchulli) vi. levantarse el humo de algo que se quema. I'tuwerchulli,785
yunsanpalli,*yunsanpalli 3 ( *yunsañi) vi.,785
yunsanker',"levántate yunsanker' ( yunser') vi. ¡levántate! ¡Yunser',",785
adawa'la'su',levemente adawa'la'su' adv.,785
libélula,"libélula kanshu s. libélula, canshu. Miñiku",785
a'chi'yekker',libéralo a'chi'yekker' vt. ¡libéralo! ¡Nana ku'aper,785
a'chi'yekter',es inocente!; a'chi'yekter' vt. ¡libéralo! ¡libérala! ¡Shada,785
a'chi'yeklli,*a'chi'yeklli) vt. liberar a alguien. Pidir,785
usu'palli,*usu'palli 4 ( *usu'lli) vt. liberar. Pidir usu'llun sipukla. Fidel me sacó del calabozo.,785
llii'wanker',"libra llii'wanker' vi. ¡libra! ¡huactapea! ¡corta la hierba bajito! Sawelli enker'ken,",786
llii'wanpalli,librar llii'wanpalli ( llii'wañi) vi.,786
kirka),kirka) cf:. s. libro.,786
libro),libro) s. libro. Nana,786
da'peklli,da'peklli) vi. fracturarse un,786
Llima',"Lima Llima' s. Lima, capital del Perú. Llima' a'llupi",786
llimu',limón llimu' (Spn. limón) s. limón.,786
limpiador,"limpiador inawenñan s. trapo,",786
nawer'iter',límpiale nawer'iter' vb. ¡límpiale!,787
nawerker',límpialo nawerker' vt. ¡límpialo!,787
pekwiker',pekwiker' ( pekwir') vt. ¡límpialo! ¡Pekwir',787
"bancas,","bancas, los invitados ya van a llegar!; pekwir' ( pekwiker') vt. ¡límpialo! ¡Pekwir",787
limpiar,limpiar *nawerapalli ( *nawelli) vt. limpiar. Du'nan nawelli kapisetllek. Ella limpió la,787
banca,banca con trapo.; *pekwiapalli ( *pekwilli) vt. limpiar.,787
nawer'itapalli,nawer'itapalli ( nawer'itulli) vb. limpiarle algo a alguien.,787
inawelli),inawelli) vi. limpiarse.,787
inawerker'1,límpiate inawerker'1 vi. ¡límpiate!,787
musha'su',"lindo musha'su' nom. lindo,",787
yañinchita'su',yañinchita'su' s. lingüista.,787
linterna,linterna pinnan s. linterna.,787
líquido,líquido blancuzco pektudek 2 nom. líquido blancuzco.,788
di'din,"líquido de algo di'din 2 s. líquido de algo, jugo. Lasenña",789
wetchulu',wetchulu') s. líquido espeso,789
lisa,"lisa nerkala s. lisa, especie de pez. Nerkala samer",789
nerkalataserpi),nerkalataserpi) s. lisa,789
liso,"liso kudi, kudin adj. liso, lijado, resbaloso. Asu' pentunan kudin. Este puente es liso y resbaloso. cf:; cf:. kudilu'",789
sanka'su',"liviano sanka'su' nom. livano, lo que no pesa. ¡Kencher'",789
lu'1.,clf: lu'1.; sankatek nom. liviano. Sudu i'na sankatek. La topa es liviana.,789
ker'-ker'ta'su',lo que es negro ker'-ker'ta'su' nom. lo que es negro.,790
ila'nsu',lo que ha pucuneado ila'nsu' nom. lo que ha pucuneado.,790
-a'kudeksu',"-a'kudeksu' ( -a'kudu'su') v. > nom. sufijo nominalizador,",790
-a'masu',lo que tú -a'masu' v. > nom.,791
-a'kasu'2,lo que tú y yo -a'kasu'2 v. > nom.,791
-a'mama'su',"lo que ustedes -a'mama'su' v. > nom. sufijo nominalizador,",791
-a'kasu'1,lo que yo -a'kasu'1 v. > nom.,791
kalalan,"kalalan s. lobo de río, lobo marino. Kupinsennak",792
wa'danpintek,"loco wa'danpintek 1 nom. loco, loca. Nana ku'aper",792
kalu'tulu',locrero kalu'tulu' s. pájaro,792
kuwer',"lombriz kuwer', kuwer s. lombriz. Chi'lek enmun",792
cagó,"cagó diez lombrices, después que le di de tomar la medicina.; tuner s. iluli,",792
llinan-shupi,lorito pequeño llinan-shupi s.,792
lorito,lorito pijuayero kawer s. lorito,792
serenpa-kawa',serenpa-kawa') s. especie de loro. Serenpankawa',793
loro,"loro ""chinchen"" chinchen s.",793
kawa'sek,loro don juan kawa'sek s. loro,793
kawa'sekpen,farinosa); kawa'sekpen s.,793
senpankawa',loro donjuan senpankawa' s.,793
kawa'sek-da'wan,"loro machaco kawa'sek-da'wan s. loro machaco, especie de serpiente. Kunpariwek",793
machaco,machaco y casi muere. los Incas Inka'ku'lusa' s. los incas. Kuri' i'na,793
kane'nkasu'.,"kane'nkasu'. Los incas (finados) descubrieron el oro. los que están ñapalusa' s. los que están, los que viven. Iñer",793
esta,"esta lengua nuestra. los que están, los que viven los que se fueron pa'lusa' s. los que se fueron. Nanek ima",793
kenmapu'a'su'daper,kenmapu'a'su'daper 1 nom.,793
tú,"tú (p.e. de tu misma edad)! los que viven ñapalusa' s. los que están, los que viven. Iñer",794
esta,esta lengua nuestra. los vivos nanpiapalusa' s. los vivos. Nanpiapalusa',794
pintulu'-lada,luciérnaga pintulu'-lada s. luciérnaga. Pintulu'lada,794
lúcuma,"lúcuma lukmapi s. lúcuma, fruto del lúcumo. Lukmapiklan",794
lúcumo,lúcumo lukma s. árbol de,794
algo,"algo achiktuna, achiktunan 1 s. dirección desde donde se",794
lugar,lugar donde alguien vive ñek adv. lugar donde alguien vive.,794
-tek,una actividad -tek 2 v. > s.,795
nerñinanlu',lugar extranjero nerñinanlu' s.,795
ashu'shak,"lugar muy cercano ashu'shak adv. aquicito, lugar muy cercano. Ashu'shak kupin",795
luna,luna duker 1 s. luna. Duker,795
lada,"lada (comp. of) s. luna nueva,",795
lunar,lunar senku cf: serenku. s. lunar. Ala'sa' nadi'nek,795
cf:,cf: senku. s. lunar.,795
lunes,lunes luñis (Spn. lunes) s. lunes.,795
lupuna,"lupuna llinan s. lupuna, ceiba, kapok. Llinan ashin yulli",795
luz,"luz pen1 2 s. luz, luz eléctrica.",796
pekteklli),*pekteklli) vt. rebanar o,796
pektektapalli,"*pektektapalli ( *pektektulli) vi. rebanar o labrar, cortarle la",796
tata',"llaga tata' s. llaga, herida, uta.",796
peklu'ter',llama peklu'ter' vi. ¡llama!,796
peklater',llámalo peklater' vt. ¡llámalo! (dicho a un animal o un,796
peklu'ker',peklu'ker') vt. ¡llámalo! ¡invítalo! ¡Ektu'n awapen,796
peklu'ker',peklu'ker') vt. ¡llámalo!,796
peklatulli),*peklatulli) vt. llamar un,797
peklu'tapalli,*peklu'tapalli ( *peklu'tulli) vi. llamar. Peklu'tapallina',797
peklu'lli,*peklu'lli) vt. llamar a alguien.,797
nombre,nombre *itapalli 2 ( *itulli) vt.,797
*peklu'-peklu',tapalli ( *peklu'-peklu' tulli) vi. llamar y llamar repetidas veces. Wallinchina,797
llangua,"llangua sekpur1 s. llangua, planta con la que se tiñe los tejidos de color marrón. Napi'",797
llanta,llanta llantastek (Spn. llanta) s. llanta. Nana llantastek pitamanelli. El hizo rodar la llanta.,797
llanura,llanura panpa 1 (Que. panpa) s.,797
ektu'ker',llega ektu'ker' vi. ¡llega!,798
ektu'ncha'ker',llega de regreso ektu'ncha'ker' vi. ¡llega de regreso!,798
*ektu'palli,llegar *ektu'palli ( ektu'lli) vi.,798
ektu'ncha'lli,*ektu'ncha'lli) vi. llegar de,798
ekkilalatulli),*ekkilalatulli) vi. llegar el verano. Ekkilalatusik i'na,798
pi'muer'ker,pi'muer'ker) vt. ¡llénalo en un recipiente! ¡lléna un recipiente con algo! ¡Lantekpipen,798
pi'mur'lli,*pi'mur'lli) vt. llenar algo en,798
kala'lli,"kala'lli) vt. llenar, meter algo o",798
mu'yektulli,*mu'yektulli) vi. llenarse de,799
ekper',ekper') vt. ¡llévalo! ¡Ñilupa',799
ekpa'r,"ekpa'r (, ekpa'ker') vt. ¡llévalo! ¡Ekpa'r asu'",799
ekpanter',masato al tambo!; ekpanter' vt. ¡llévalo! ¡Nana,799
*ekpanta'lli,llevar *ekpanta'lli vt. llevar.,799
ekpa'lli2,*ekpa'lli2) vt. llevar.,799
wellekter',llórale wellekter' ( willekter') vt. ¡llórale! ¡Kua,799
willeklli),*willeklli) vi. llorar.,799
wellektulli;,*wellektulli; *willektapalli) vt. llorarle a alguien. Nana,799
wellekkankañi),*wellekkankañi) vi. llorar por dentro. Kusherller,799
*u'lanpalli,llover *u'lanpalli ( *u'lañi) vi. llover. Menmiwekkek,800
uruñi',lluhuichu puma uruñi' s. puma,800
u'lan,lluvia u'lan s. lluvia. U'lan,800
